year,text,label,INFRA_GAP,STAFF_GAP,SERVICE_GAP,ACCESS_GAP,COST_GAP,QUALITY_GAP
2010,Under preclinical toxicology testing safety testing of stem cells have been initiated.,QUALITY_GAP,0,0,0,0,0,1
2010,"Studies on role of dietary aldose reductase inhibitors in human 
cancer, maternal Vitamin B12 restriction induced changes in adiposity, hyperglycemia 
and insulin resistance are in progress.",STAFF_GAP,0,1,0,0,0,0
2010,"It is proposed to study the miRNA profiles and understand 
their contribution in development of obesity and diabetes using the WNIN obese rat 
models.",INFRA_GAP,1,0,0,0,0,0
2010,"MicroRNAs (miRNA) belong to a novel class of small non-coding RNA molecules 
and are implicated in regulating variety of biological processes that include 
embryonic development.",INFRA_GAP,1,0,0,0,0,0
2010,"Therefore, 
it has been hypothesized that the stromal vascular fraction plays a major role in 
development of insulin resistance as fatty acids induced ER stress in the stromal 
vascular components and studies are underway to check this.",INFRA_GAP,1,0,0,0,0,0
2010,"Model of Comprehensive Cancer Genetics Unit (dedicated Cancer Genetics Clinic 
with trained genetic counselors running daily plus Cancer Genetics Lab) established 
for the first time in India and best international practices in pre-test counseling, genetic 
testing, post test counseling, screening and medical management have been tailored 
for Psycho-Social-Cultural dynamics unique to Indian families.",INFRA_GAP,1,0,0,0,0,0
2010,"Within 3 years of inception the ICMR Centre for Advanced Research in Cancer 
Genetics & Genomics has become the Apex Referral Centre in India for comprehensive 
clinical and laboratory genetic services and genetics research for all major cancer 

154
Annual Report
2010-2011
DEPARTMENT OF HEALTH RESEARCH
predisposition syndromes with cases and families being referred to it from all over 
the country and Indians residing in Europe and USA.",SERVICE_GAP,0,0,1,0,0,0
2010,"Total 296 projects funded during the year 2010 – 2011, of these 247 were on-going 
and 49 were new.",COST_GAP,0,0,0,0,1,0
2010,"In addition to this 194 
new projects and 246 new fellowship applications were received.",STAFF_GAP,0,1,0,0,0,0
2010,"Extramural Research
During 2010-2011 under extramural research the division of Basic Medical Sciences 
has funded total 514 ongoing projects out of which 54 were Task Force projects, 247 
were Ad-hoc projects and 267 were Fellowship applications.",STAFF_GAP,0,1,0,0,0,0
2010,"Human Resource Development
A “Hands on Training on Tissue Microarray (TMA)” in June 2010.",STAFF_GAP,0,1,0,0,0,0
2010,"Adult Stem Cell Biology
A novel arithmetic approach for fool-proof production of growth arrest in 3T3 cells 
suitable for human epidermal culture has been established for growing human 
Cultured Epidermal and submitted for patent.",STAFF_GAP,0,1,0,0,0,0
2010,"Study on modulatory role of antichlamydial agents in Chlamydia trachomatis infection 
with response to azithromycin in infertile women showed that azithromycin with its 
properties apart from antibacterial activity may contribute to its therapeutic potential 
in treatment of chronic recurrent infection in infertile women.",SERVICE_GAP,0,0,1,0,0,0
2010,"Amplification conditions for three markers of HLA region (D6S2704, 
D6S265 and D6S510) were standardized using gradient PCR with 6-FAM-labelled 
forward primer and GeneScan -500 LIZ Size Standard (Applied Biosystems).",QUALITY_GAP,0,0,0,0,0,1
2010,"The quality of the DNA was also good for subsequent downstream 
applications like RAPD and ISSR fingerprinting assays.",QUALITY_GAP,0,0,0,0,0,1
2010,"Screening of anti-diabetic activity of Feronia elephantum Corr
Two plants F. elephantum and B. arundinacea have been selected on the basis of 
traditional use for treatment of diabetes.",SERVICE_GAP,0,0,1,0,0,0
2010,"A study has been launched with the hope that leads will be obtained for 
further research in the area of drug development.",INFRA_GAP,1,0,0,0,0,0
2010,"Traditional 
healers claim treatment for various diseases.",SERVICE_GAP,0,0,1,0,0,0
2010,"In addition to above 25 candidates were trained in 
Autoimmune disease workshop, 25 candidates attended workshop on Flowcytometry, 
10 were trained for blood coagulation analysis, blood bank training was given to 3 
technicians and 5 doctors and 3 WHO sponsored fellows were trained for red cell 
serology.",STAFF_GAP,0,1,0,0,0,0
2010,"A CD was prepared for training in Chorionic 
Villus Sampling for Gynecologists.",STAFF_GAP,0,1,0,0,0,0
2010,"Conducted Training for National Reference Laboratory for HIV infection 
every quarterly for 20-30 candidates to teach them the proper execution of ELISA and 
other screening for HIV infection, which involves four states i.e. Maharashtra, Goa, 
Daman & Diu and Madhya Pradesh.",STAFF_GAP,0,1,0,0,0,0
2010,"Study on genotype frequency and phenotype expression 
of CYP2C9 in patients receiving anti-tubercular drug therapy the observations are that 
one month of antituberculosis treatment causes a significant decrease in the metabolic 
ratio of phenytoin implying increased induction of CYP2C9.2.",SERVICE_GAP,0,0,1,0,0,0
2010,"The outcome may lead to safer drug 
therapies in these conditions.",QUALITY_GAP,0,0,0,0,0,1
2010,"The outcome 
may lead to more safer and efficient drug therapies in disease conditions.",QUALITY_GAP,0,0,0,0,0,1
2010,"The outcome of the study may form the basis for 
further studies on the clinical application of Pharmacogenomics information in 
Indians.",QUALITY_GAP,0,0,0,0,0,1
2010,"This basic genetic data will 
help for the development of appropriate strategies to ensure safer therapeutics, better 
efficacy and will improve the quality of public healthcare in this population.",INFRA_GAP,1,0,0,0,0,0
2010,"Understanding the 
implications of translation of this technology, after 
analyzing the outcome of the issues and suggestions 
received during the Public Consultations the policy 
document will be revised.",QUALITY_GAP,0,0,0,0,0,1
2010,"Outcome/progress 
of the studies was assessed annually.",QUALITY_GAP,0,0,0,0,0,1
2010,"Since 
the inception of the activities in the field Division of BMS has been involved in 
several activities including formulation of Guidelines for Stem Cell Research and 
Therapy, promoting basic research, pilot studies to evaluate safety and efficacy 
of the autologous stem cells in different conditions and evaluation of clinical trial 
applications submitted by biotech companies through Drug Controller General of 
India.",QUALITY_GAP,0,0,0,0,0,1
2010,"The construction 
and commissioning of PCR suitable state of art facilities has been completed.",INFRA_GAP,1,0,0,0,0,0
2010,"The facility will enable the techniques to be available 
to the patients attending the OPDs of these institutions and the establishment of 
additional techniques enables to carry out epidemiological studies.",INFRA_GAP,1,0,0,0,0,0
2010,"The technical 
personnel have been trained.",STAFF_GAP,0,1,0,0,0,0
2010,"Upgrading the skills in Diagnostic Molecular Biology in Medical colleges in and 
around Bangalore under coordination of Sir Dorabji Tata Centre for Research in 
Tropical Diseases, IISc Campus, Bangalore
Council had established a network of five hospitals including Kempegowda Institute 
of Medical Sciences, Bangalore Medical College, St. John Medical College, M. S. 
Ramaiah Medical College and Sir Dorabji Tata Centre for Research in Tropical 
Diseases, Bangalore on 1st October 2008 by providing minimum infrastructure facility 
for capacity strengthening in the field of PCR based Molecular Diagnosis for specific 
infectious diseases with the aim to understand the prevalence and management of 
common infectious diseases in the region.",INFRA_GAP,1,0,0,0,0,0
2010,"Genome wide miRNA profiling of medulloblastoma, a common malignant brain 
tumour in children: miRNA profiling of medulloblastoma tumour tissues (n=19) & 
normal cerebellum (n=4) performed using Taqman microRNA array containing 365 
miRNAs and genome-wide expression profiling identified Four molecular subtypes 
(A to D) of medulloblastomas: A) activation of WNT signalling pathway; B) activation 
of SHH signaling pathway; C and D): Common gene expression signature that 
includes transcription factors involved in CNS development (subtype D expresses 
neural differentiation genes; Subtype C: proliferation controlling genes at higher 
level).",INFRA_GAP,1,0,0,0,0,0
2010,"Informative STR loci for Indian 
population have been established and clinically relevant report for serial qualitative 
/ quantitative assessment of post transplant chimerism status has been issued so 
far for 31 donor-recipient pairs who have undergone allogeneic BMT at 3 centres 
(ACTREC, Chennai, Jaslok) free of cost.",COST_GAP,0,0,0,0,1,0
2010,"This ICMR CAR is the only lab in the country which conducts and issues clinically 
relevant reports with advice for clinical management for carriers of germ line mutation 
in a wide range of cancer associated genes (BRCA1, BRCA2, RET, TP53, RB, MMR, 
CHK2 etc) and is presently free of cost to patients due to ICMR support.",INFRA_GAP,1,0,0,0,0,0
2010,"This has culminated 
in the registration of this Genetics Counseling Centre and Genetics Lab under the 
PNDT ACT for Pre-natal genetic counseling and testing for hereditary conditions.",INFRA_GAP,1,0,0,0,0,0
2010,"The work 
done includes six introductory workshops of one day in evidence- informed health Care, 

160
Annual Report
2010-2011
DEPARTMENT OF HEALTH RESEARCH
five systematic review protocol development workshops of four day each, five review 
completion workshops of one day each, two half day systematic reviews for diagnostic 
test accuracy and 39 presentations were made over the period in various workshops and 
conferences involving more than 800 participants.",INFRA_GAP,1,0,0,0,0,0
2010,"Centre for Advanced Research on Evidence Based Medicine established with the 
goal to improve the quality of health care and health policy in India and  to partner 
the Cochrane collaboration in its mission of preparing, disseminating and maintaining 
systematic reviews of the effects of interventions and activities identified under each 
of these, which is an agreement between the ICMR and the publishing partner of The 
Cochrane Collaboration, John Wiley and Sons Limited to ensure provision of The 
Cochrane Library to all residents of India with internet access the point of use.",ACCESS_GAP,0,0,0,1,0,0
2010,"Both of these training were attended by 
members of institutional ethics committees from 12 medical colleges and research 
institutions from Lucknow and neighboring areas.",STAFF_GAP,0,1,0,0,0,0
2010,"Biomedical Ethics
ICMR-FERCAP Research Ethics Training Courses in Lucknow: Under a major 
initiative to strengthen the status and functioning of the ethics committees in India the 
Council has conducted two training workshops namely Human Subject Protection 
Course and Standard Operating Procedures Training at Sanjay Gandhi Post Graduate 
Institute of Medical Sciences, Lucknow.",STAFF_GAP,0,1,0,0,0,0
2010,"In addition national/ regional medical students’ research conferences were 
organized with the aim to improve quality of research & research milieu in medical 
colleges.",QUALITY_GAP,0,0,0,0,0,1
2010,"Regional hands on workshops 
in different aspects of clinical research (both hospital and field based), laboratory 
medicine, clinical trials, medical ethics, data analysis & communication etc were 
held.",INFRA_GAP,1,0,0,0,0,0
2010,"The Council has set up and funded a new National Task Force study in order to 
encourage recipients of Short term studentship to further enhance their skills and 
learning in research methodology by attending intensive short term trainings.",STAFF_GAP,0,1,0,0,0,0
2010,"It is very popular among undergraduate MBBS or 
BDS students and is the first program under ICMR which has become paperless.",SERVICE_GAP,0,0,1,0,0,0
2010,"Short Term Studentship (STS-2010)
Short Term Studentship program provides a unique opportunity to undergraduate 
medical students to familiarize themselves with research methodology by undertaking 
short duration research projects.",SERVICE_GAP,0,0,1,0,0,0
2010,"National Task Force on Inborn Metabolic Disorders -Newborn Screening for 
Congenital Hypothyroidism & Congenital Adrenal Hyperplasia- a multi-centric 
study (NTF-IMD)
The NTF-IMD entered the Phase II of the study and under this initiative newborn 
screening has been completed in more than 50,000 newborns.",SERVICE_GAP,0,0,1,0,0,0
2010,"At site training has also been given to 3 centres at Nagpur, Kolkata and 
Valsad for molecular diagnosis using the reverse dot blot hybridization (RDB) 
and ARMS techniques.",STAFF_GAP,0,1,0,0,0,0
2010,"The 5 centres have been given the 
necessary equipment which were installed and local training given for their 
operation.",INFRA_GAP,1,0,0,0,0,0
2010,"Establishment of molecular characterization 
of haemoglobinopathies and prenatal diagnosis of Thalassemia and Sickle cell 
disease
The objectives of this multicentric study are to establish molecular technology 
for characterization of mutations in hemoglobinopathies as well as facilities for 
first and second trimester prenatal diagnosis at 5 regional centres in Maharashtra, 
Gujarat, Karnataka, W. Bengal and Punjab.",INFRA_GAP,1,0,0,0,0,0
2010,"The department of pharmacology had 
conducted six annual national workshops in pharmacogenomics techniques training 
of large number of young researchers in the field of pharmacogenomics.",STAFF_GAP,0,1,0,0,0,0
2010,"Besides research work the center was also 
involved in capacity building activities.",STAFF_GAP,0,1,0,0,0,0
2010,"Thus the presence of a polymorphic CYP2C9 

158
Annual Report
2010-2011
DEPARTMENT OF HEALTH RESEARCH
gene could affect the degree of induction by antituberculosis treatment.",SERVICE_GAP,0,0,1,0,0,0
2010,User training of the software package is in progress.,STAFF_GAP,0,1,0,0,0,0
2010,"Programme Officers can access 
projects under them through internal ICMR website and also can update some of the 
information.",ACCESS_GAP,0,0,0,1,0,0
2010,"Orientation/training programmes 
were organized for scientists on ERMED & ICMR e-consortia, ProQuest Health & 
Medical Complete, JCCC@ICMR, J-Gate etc.. at ICMR Hqrs., New Delhi as well as 
all ICMR institutes.",STAFF_GAP,0,1,0,0,0,0
2010,"It provides easy access to 2754 medical journals from 9 leading publishers 
across the world but also make online journals available to medical scholars working 
in the country through the electronic media.",ACCESS_GAP,0,0,0,1,0,0
2010,"ICMR has continued as a member of 
ERMED Consortia, an initiative taken by DGHS and MOHFW to develop nationwide 
electronic information resources in the field of medicine for delivering effective 
health care.",SERVICE_GAP,0,0,1,0,0,0
2010,"The subscription has been renewed for JCCC@ICMR (J-Gate Custom Content for 
Consortia) (provides access to content of about 1941 journals) and J-Gate as the 
usage of these databases are found satisfactory.",ACCESS_GAP,0,0,0,1,0,0
2010,"INFORMATION AND COMMUNICATION
Library and Information Services",SERVICE_GAP,0,0,1,0,0,0
2010,The Patrika can be accessed at the ICMR website.,ACCESS_GAP,0,0,0,1,0,0
2010,"The IJMR is covered by all global 
abstracting and indexing services.",SERVICE_GAP,0,0,1,0,0,0
2010,"PUBLICATIONS
Indian Journal of Medical Research
The Indian Journal of Medical Research (IJMR), a peer reviewed monthly biomedical 
Journal published in two volumes, 12 issues every year, continued to publish quality 
original research articles in the area of biomedical research as well as review articles 
(both solicited and unsolicited) on topics of contemporary biomedical interest in 
addition to Editorials, Commentaries and Letters to the Editor (Correspondence).",QUALITY_GAP,0,0,0,0,0,1
2010,"A fellowship programme is being prepared to Indian and German scientists for training 
in newer technologies under IG-SCID initiative.",STAFF_GAP,0,1,0,0,0,0
2010,Under this programme four collaborative projects have been approved and funded.,COST_GAP,0,0,0,0,1,0
2010,"The ICMR International Fellowships 
have been awarded to six Senior and twelve Young Indian scientists during the year 
2010-11.",STAFF_GAP,0,1,0,0,0,0
2010,"The ICMR International Fellowship Programme for Indian biomedical scientists 
aims to augment capacity strengthening of institutions involved in basic, applied, 
epidemiological and clinical sciences through exposure of Indian researchers to 
the latest international advancements in knowledge, to understand the disease and 
find strategies for their prevention and cure.",STAFF_GAP,0,1,0,0,0,0
2010,"Meeting of Indo-US Joint Working Group under Indo-US Joint Statement on HIV/AIDS & 
STD on 1st & 2nd November, 2010 at ICMR Hqrs., New Delhi
The International Health Division facilitated the organization of international 
workshops: Canada India Network Initiative (CINI) workshop at Vancouver, Canada; 
Indo-US workshop on Environmental and Occupational Health at Atlanta, USA; 
Indo-Australia workshop on Road Traffic Injuries in Sydney, Australia; ICMR-CIHR 
expert group meeting at ICMR, New Delhi; Indo-US workshops on MCH and HIV/
AIDS were held at New Delhi during 2010.",SERVICE_GAP,0,0,1,0,0,0
2010,"Under a Task Force on Indian Normatives for Cinical Laboratory Parameters (INCLAP) 
which aims to set up our own standards of Clinical Laboratory Parameters and Normative 
Values in view of the varied ethnicity of people of India totally different from the western 
population on the basis of which current range of values for different tests are available, 
a proposal for pilot study was finalized.",QUALITY_GAP,0,0,0,0,0,1
2010,The Forum identified need to build capacity in entomology in the country.,STAFF_GAP,0,1,0,0,0,0
2010,"The 
M.Sc. (Entomology) course should be revived at the VCRC, Puducherry with field 
entomology training as a mandatory component.",STAFF_GAP,0,1,0,0,0,0
2010,The Forum identified need to build capacity in entomology in the country.,STAFF_GAP,0,1,0,0,0,0
2010,"The agreement received from various divisions, labs and 
extramural projects were examined.",INFRA_GAP,1,0,0,0,0,0
2010,"Technology Transfer Initiatives
Initiatives were taken to transfer Council’s technologies for commercialization.",SERVICE_GAP,0,0,1,0,0,0
2010,"The 
M.Sc. (Entomology) course should be revived at the VCRC, Puducherry with field 
entomology training as a mandatory component.",STAFF_GAP,0,1,0,0,0,0
2010,The Forum identified need to build capacity in entomology in the country.,STAFF_GAP,0,1,0,0,0,0
2010,"The agreement received from various divisions, labs and 
extramural projects were examined.",INFRA_GAP,1,0,0,0,0,0
2010,"Technology Transfer Initiatives
Initiatives were taken to transfer Council’s technologies for commercialization.",SERVICE_GAP,0,0,1,0,0,0
2010,"The 
M.Sc. (Entomology) course should be revived at the VCRC, Puducherry with field 
entomology training as a mandatory component.",STAFF_GAP,0,1,0,0,0,0
2010,The Forum identified need to build capacity in entomology in the country.,STAFF_GAP,0,1,0,0,0,0
2010,"For the security purposes, different levels of people 
have been given different access to the software.",ACCESS_GAP,0,0,0,1,0,0
2010,"The software is applied 
in several hospitals in the country.",INFRA_GAP,1,0,0,0,0,0
2010,"This interactive package takes data from patients visiting 
various hospitals in the country for cardiovascular problems.",INFRA_GAP,1,0,0,0,0,0
2010,"Framework Document (Rfd), 
Guidelines for processing Translational Research projects etc.
Biomedical Informatics Centres of ICMR have successfully achieved their initial 
objectives of providing services and training, database development and research 
during the first phase of the project.",INFRA_GAP,1,0,0,0,0,0
2010,"The main features of the site are Mandate 
of DHR, Schemes to achieve the Objectives, Results-",SERVICE_GAP,0,0,1,0,0,0
2010,"Distance to service 
facility, timing, range of services & provision for supplies, sex and behaviour of the 
providers etc become important factors for people of different sections of society and 
gender accessing the services.",SERVICE_GAP,0,0,1,0,0,0
2010,"During the year, the SBR Unit has taken a new research initiative in the following 
four areas of high programmatic relevance:
Delivery and Utilization of Health Services and Newer Technologies: Utilization 
of services by the communities is affected not only by their own perceptions and 
beliefs about the diseases, the treatment , and service providers but also the manner 
in which services are organized and delivered to the people.",SERVICE_GAP,0,0,1,0,0,0
2010,"Capacity building activities: A three day workshop on research methodology and 
proposal writing has been conducted at Bhubaneswar covering, Orissa, West Bengal, 
Bihar and Jharkhand.",STAFF_GAP,0,1,0,0,0,0
2010,"The HSR Division has also operationalized three multi-centric Taskforce projects 
during this year in order to study the access and delivery of healthcare services 
among rural-urban migrants in the context of livelihood insecurity and vulnerability 
due to migrant status.",ACCESS_GAP,0,0,0,1,0,0
2010,"Some of the 
areas on which projects have been funded include Public, public-private and NGO 
partnership for improving RCH services (3 projects); health insurance for population 
living in rural areas and urban slums (6 projects); strengthening research capacity 
and effective knowledge utilization (9 projects); reduction of gap in the health 
system manpower & service delivery (5 projects); reducing gender discrimination 
and improving adolescent health (5 projects).",SERVICE_GAP,0,0,1,0,0,0
2010,"To meet the health needs of the people in the complex geographical, socio-economic, 
cultural, political, demographic and epedemiogical environment in India, the Division 
of Health Systems Research (HSR) is engaged in fostering health systems research 
in the country through providing grant in-aid for ad-hoc research projects on the 
various issues of HSR, developing and implementing multi-centre research project 
on issues of national importance and improving the research skills of faculty and 
other staff working in medical colleges and universities through conducting regional 
workshops on research methodology and proposal writing.",STAFF_GAP,0,1,0,0,0,0
2010,"Gender Issues: Due to policy shift, the issues such as women reproductive rights, 
informed choice, right to information, right to decide, right to effective and 
accessible services and right against harmful practices have come to occupy the 
centre stage.",SERVICE_GAP,0,0,1,0,0,0
2010,"Distance to service 
facility, timing, range of services & provision for supplies, sex and behaviour of the 
providers etc become important factors for people of different sections of society and 
gender accessing the services.",SERVICE_GAP,0,0,1,0,0,0
2010,"During the year, the SBR Unit has taken a new research initiative in the following 
four areas of high programmatic relevance:
Delivery and Utilization of Health Services and Newer Technologies: Utilization 
of services by the communities is affected not only by their own perceptions and 
beliefs about the diseases, the treatment , and service providers but also the manner 
in which services are organized and delivered to the people.",SERVICE_GAP,0,0,1,0,0,0
2010,"Capacity building activities: A three day workshop on research methodology and 
proposal writing has been conducted at Bhubaneswar covering, Orissa, West Bengal, 
Bihar and Jharkhand.",STAFF_GAP,0,1,0,0,0,0
2010,"The HSR Division has also operationalized three multi-centric Taskforce projects 
during this year in order to study the access and delivery of healthcare services 
among rural-urban migrants in the context of livelihood insecurity and vulnerability 
due to migrant status.",ACCESS_GAP,0,0,0,1,0,0
2010,"Some of the 
areas on which projects have been funded include Public, public-private and NGO 
partnership for improving RCH services (3 projects); health insurance for population 
living in rural areas and urban slums (6 projects); strengthening research capacity 
and effective knowledge utilization (9 projects); reduction of gap in the health 
system manpower & service delivery (5 projects); reducing gender discrimination 
and improving adolescent health (5 projects).",SERVICE_GAP,0,0,1,0,0,0
2010,"To meet the health needs of the people in the complex geographical, socio-economic, 
cultural, political, demographic and epedemiogical environment in India, the Division 
of Health Systems Research (HSR) is engaged in fostering health systems research 
in the country through providing grant in-aid for ad-hoc research projects on the 
various issues of HSR, developing and implementing multi-centre research project 
on issues of national importance and improving the research skills of faculty and 
other staff working in medical colleges and universities through conducting regional 
workshops on research methodology and proposal writing.",STAFF_GAP,0,1,0,0,0,0
2010,"The agreement received from various divisions, labs and 
extramural projects were examined.",INFRA_GAP,1,0,0,0,0,0
2010,"Technology Transfer Initiatives
Initiatives were taken to transfer Council’s technologies for commercialization.",SERVICE_GAP,0,0,1,0,0,0
2010,"The 
M.Sc. (Entomology) course should be revived at the VCRC, Puducherry with field 
entomology training as a mandatory component.",STAFF_GAP,0,1,0,0,0,0
2010,"During the year the first volume containing monographs of 30 important PRS 
entitled “Phytochemical Reference Standards of selected Indian Medicinal Plants” 

171
Annual Report
2010-2011
DEPARTMENT OF HEALTH RESEARCH
was published and released by 
the Hon’ble Union Minister 
for Health and Family Welfare 
Shri Ghulam Nabi Azad on 
the occasion of the inaugural 
ceremony of Councils centenary 
celebrations in November 2010.",QUALITY_GAP,0,0,0,0,0,1
2010,"Generation of Phytochemical reference standards and Development of Repository 
of Reference Phytoconstituents of Important Indian Medicinal Plants: Phytochemical 
reference standards (PRS) are ideally those compounds in the plant which are 
therapeutically active.",QUALITY_GAP,0,0,0,0,0,1
2010,"Earlier 7 volumes have been brought 
out containing quality standards of a total of 239 plants.",QUALITY_GAP,0,0,0,0,0,1
2010,"The Quality standards on 35 medicinal plants were developed, monographs 
prepared, finalized, technically reviewed and published as Vol. 8 as part of series on 
Quality Standards on Indian Medicinal Plants.",QUALITY_GAP,0,0,0,0,0,1
2010,"Quality Standards of Indian Medicinal Plants: The programme aims at development 
of Quality Standards of important Indian medicinal plants and preparation of 
monographs thereof.",QUALITY_GAP,0,0,0,0,0,1
2010,"Social and 
behavioural research on these issues should provide leads for planning effective 
intervention strategies to combat stigma and ensure effective treatment for the 
diseases.",SERVICE_GAP,0,0,1,0,0,0
2010,"Lack of privacy of services 
and confidentiality of diagnosis are deterrents for seeking the services.",SERVICE_GAP,0,0,1,0,0,0
2010,"Denial of the disease 
and not seeking the services and desertions of patients by the families for fear of 
stigma and infection further complicate the problem.",SERVICE_GAP,0,0,1,0,0,0
2010,"Diseases with Stigma:Diseases such as HIV/AIDS, tuberculosis and leprosy which 
have stigma associated with them pose peculiar and serious difficulties to both the 
patients as well as the health services and providers of services.",SERVICE_GAP,0,0,1,0,0,0
2010,"There is a need to 
understand the awareness and other social and psychological dynamics so as to plan 
effective service programmes including sex education for this group of population.",SERVICE_GAP,0,0,1,0,0,0
2010,"Social and 
behavioural research on these issues should provide leads for planning effective 
intervention strategies to combat stigma and ensure effective treatment for the 
diseases.",SERVICE_GAP,0,0,1,0,0,0
2010,"Lack of privacy of services 
and confidentiality of diagnosis are deterrents for seeking the services.",SERVICE_GAP,0,0,1,0,0,0
2010,"Denial of the disease 
and not seeking the services and desertions of patients by the families for fear of 
stigma and infection further complicate the problem.",SERVICE_GAP,0,0,1,0,0,0
2010,"Diseases with Stigma:Diseases such as HIV/AIDS, tuberculosis and leprosy which 
have stigma associated with them pose peculiar and serious difficulties to both the 
patients as well as the health services and providers of services.",SERVICE_GAP,0,0,1,0,0,0
2010,"There is a need to 
understand the awareness and other social and psychological dynamics so as to plan 
effective service programmes including sex education for this group of population.",SERVICE_GAP,0,0,1,0,0,0
2010,"Gender Issues: Due to policy shift, the issues such as women reproductive rights, 
informed choice, right to information, right to decide, right to effective and 
accessible services and right against harmful practices have come to occupy the 
centre stage.",SERVICE_GAP,0,0,1,0,0,0
2010,ICMR Post Doctoral Fellowship ( 50 per year),STAFF_GAP,0,1,0,0,0,0
2010,"Financial Support for Participation in International Conferences/Training 
Programmes/ Workshops for Non–ICMR Scientists
One of the major mandates of the Council is capacity building of biomedical 
scientists of the country by providing them financial assistance for participating in 
International Conferences/Training programmes/ Workshops etc.",STAFF_GAP,0,1,0,0,0,0
2010,"Other Training/ Skill Development Programmes: Training course were attended by 
15 scientists.",INFRA_GAP,1,0,0,0,0,0
2010,"172
Annual Report
2010-2011
DEPARTMENT OF HEALTH RESEARCH
Short Term Visiting Fellowship- 50 per year
The objective of the award of the Short Term Visiting Fellowship programme is to 
provide opportunity to a scientist employed in a medical college, research institute, 
university etc. and actually engaged in research in the field of biomedical sciences to 
learn advanced research techniques/ methods in use in other institutes in India.",STAFF_GAP,0,1,0,0,0,0
2010,"Under 
this programme selected medical graduates are provided financial assistance 
for 4 to 5 years.",COST_GAP,0,0,0,0,1,0
2010,"The Steering Committee has recommended financial assistance to a 
total of 226 students out of 563 proposals received from 2003 till date.",COST_GAP,0,0,0,0,1,0
2010,"Financial assistance of Rs.25,000/- is provided to MD/MS/DM/MCh students who are 
in the 2nd year.",COST_GAP,0,0,0,0,1,0
2010,"Financial Assistance for MD/MS/DM/MCh thesis in priority areas of Biomedical 
Research (50/Yr.)",COST_GAP,0,0,0,0,1,0
2010,"So far 715 JRFs have availed these fellowships in 
various national level institutions.",STAFF_GAP,0,1,0,0,0,0
2010,"Manpower Development
Junior Research Fellowship
The Council conducted tenth National Level Examination for selecting JRFs to 
augment biomedical research in the country.",INFRA_GAP,1,0,0,0,0,0
2010,"Under 
this programme selected medical graduates are provided financial assistance 
for 4 to 5 years.",COST_GAP,0,0,0,0,1,0
2010,"The Steering Committee has recommended financial assistance to a 
total of 226 students out of 563 proposals received from 2003 till date.",COST_GAP,0,0,0,0,1,0
2010,"Financial assistance of Rs.25,000/- is provided to MD/MS/DM/MCh students who are 
in the 2nd year.",COST_GAP,0,0,0,0,1,0
2010,"Financial Assistance for MD/MS/DM/MCh thesis in priority areas of Biomedical 
Research (50/Yr.)",COST_GAP,0,0,0,0,1,0
2010,"So far 715 JRFs have availed these fellowships in 
various national level institutions.",STAFF_GAP,0,1,0,0,0,0
2010,"Manpower Development
Junior Research Fellowship
The Council conducted tenth National Level Examination for selecting JRFs to 
augment biomedical research in the country.",INFRA_GAP,1,0,0,0,0,0
2010,"The proposed support to biomedical research training 
includes institutional training grants, individual fellowships, training grants, research 
grants etc.
Objectives: 
The objectives of the present scheme are to:
To increase the availability of personnel for health research through 
•	
scholarships, fellowships and career advancement scheme etc. thereby 
providing an incentive for people to take up medical and health 
research
To assist in the creation of a cadre of skilful researchers in fields such 
•	
as clinical trials; Toxicology; Good Clinical Practices (GCP); Good 
Laboratory Practices (GLP); Quality Control (QC) & QA; Genomics; 
Proteomics; Geriatrics; Modern Biology; Biotechnology;  Stem cells; 
Genetics; Drugs chemistry; any other specialized area of medicine and 
operational research.",STAFF_GAP,0,1,0,0,0,0
2010,"There is, therefore, an urgent need to support manpower development for 
health research in the country.",INFRA_GAP,1,0,0,0,0,0
2010,"Apart from the overall shortage of trained personnel, with the rapid advances in 
medical science, there is also a need to create/ augment personnel in emerging and 
new areas.",STAFF_GAP,0,1,0,0,0,0
2010,"The growth of health research is directly dependent on the 
availability of trained medical and bio medical manpower, which is possible through 
the training of competent personnel, providing start-up grants for their initiation into 
active research and ensuring some career growth opportunities.",STAFF_GAP,0,1,0,0,0,0
2010,"6
Annual Report
2010-2011
DEPARTMENT OF HEALTH RESEARCH
Advances in the quality of health care and improvement of the health of people 
through research will require an accelerated expansion in the supply of health 
manpower for research.",INFRA_GAP,1,0,0,0,0,0
2010,"2.	
27 medical colleges from 14 different states have sent their application for 
establishing multi-disciplinary research unit and animal house facilities.",INFRA_GAP,1,0,0,0,0,0
2010,"The scheme has been approved in principle by the planning commission and 
expenditure finance concurrence has been prepared.",SERVICE_GAP,0,0,1,0,0,0
2010,"Apart from the non-recurring grant of Rs. 5 crores per college, recurring grant will 
also be extended for a period of 5 years for engaging trained technical man power on 
contractual basis, for training, consumables and contingency expenditure.",STAFF_GAP,0,1,0,0,0,0
2010,"The total 
project cost for this purpose would be Rs.",COST_GAP,0,0,0,0,1,0
